,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
614,615,49.43,west coast,morning,0.67,0.38,7,6,night owl,curling,5,frosh
614,615,72.11,west coast,evening,0.76,0.93,7,5,night owl,curling,5,frosh
614,615,47.74,west coast,noon,0.37,0.84,7,5,night owl,curling,5,frosh
614,615,35.78,west coast,noon,0.2,0.8,8,6,night owl,curling,5,frosh
614,615,30.52,west coast,noon,0.2,0.61,9,6,night owl,curling,5,frosh
614,615,39.07,west coast,noon,0.21,0.96,9,6,night owl,curling,5,frosh
614,615,39.07,west coast,noon,0.0,0.98,10,6,night owl,curling,5,frosh
614,615,40.9,west coast,noon,0.1,0.78,10,6,night owl,curling,5,frosh
614,615,37.89,west coast,noon,0.0,1.0,10,5,night owl,curling,5,frosh
614,615,38.78,west coast,noon,0.0,1.0,10,6,night owl,curling,5,frosh
