,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
516,517,47.94,west coast,morning,0.09,0.06,5,7,early bird,curling,3,frosh
516,517,30.12,west coast,noon,0.32,0.07,5,7,early bird,curling,3,frosh
516,517,38.63,west coast,noon,0.53,0.0,3,7,early bird,curling,3,frosh
516,517,31.6,west coast,noon,0.0,0.07,2,7,early bird,curling,3,frosh
516,517,30.6,west coast,noon,0.04,0.06,3,9,early bird,curling,3,frosh
516,517,49.83,west coast,noon,0.0,0.0,4,9,early bird,curling,3,frosh
516,517,20.23,west coast,morning,0.06,0.1,6,8,early bird,curling,3,frosh
516,517,18.04,west coast,noon,0.0,0.38,6,7,early bird,curling,3,frosh
516,517,16.31,west coast,noon,0.0,0.59,5,7,early bird,curling,3,frosh
516,517,15.37,west coast,evening,0.28,0.6,5,7,early bird,curling,3,frosh
