,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
17,18,36.2,east coast,evening,0.34,0.47,2,3,night owl,table tennis,4,junior
17,18,14.14,east coast,noon,0.0,0.43,1,2,night owl,table tennis,4,junior
17,18,18.21,east coast,noon,0.0,1.0,2,1,night owl,table tennis,4,junior
17,18,4.26,east coast,noon,0.14,0.99,1,0,night owl,table tennis,4,junior
17,18,26.39,east coast,evening,0.17,0.95,1,0,night owl,table tennis,4,junior
17,18,0.0,west coast,noon,0.0,1.0,1,0,night owl,table tennis,4,junior
17,18,37.34,west coast,evening,0.17,0.97,2,0,night owl,table tennis,4,junior
17,18,32.46,west coast,evening,0.0,0.85,2,0,night owl,table tennis,4,junior
17,18,27.65,west coast,morning,0.05,0.63,2,1,night owl,table tennis,4,junior
17,18,0.0,west coast,noon,0.22,0.61,2,1,night owl,table tennis,4,junior
