,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
960,961,44.88,west coast,evening,0.7000000000000001,0.58,7,9,night owl,football,4,junior
960,961,48.14,west coast,noon,0.79,0.45,7,9,night owl,football,4,junior
960,961,52.77,west coast,evening,0.68,0.67,7,8,night owl,football,4,junior
960,961,50.68,west coast,noon,0.16,1.0,7,6,night owl,football,4,junior
960,961,37.29,west coast,noon,0.21,1.0,7,6,night owl,football,4,junior
960,961,81.85000000000001,west coast,evening,0.85,1.0,7,5,night owl,football,4,junior
960,961,62.09,west coast,noon,1.0,1.0,4,7,night owl,football,4,junior
960,961,62.26,west coast,noon,0.97,1.0,4,6,night owl,football,4,junior
960,961,62.04,west coast,noon,1.0,0.99,3,6,night owl,football,4,junior
960,961,67.24,west coast,noon,1.0,1.0,4,5,night owl,football,4,junior
