,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
269,270,38.52,east coast,morning,0.65,0.72,4,7,night owl,curling,4,junior
269,270,41.37,east coast,noon,0.67,0.81,4,7,night owl,curling,4,junior
269,270,62.65,east coast,noon,0.74,0.99,6,8,night owl,curling,4,junior
269,270,61.09,east coast,noon,0.64,1.0,7,10,night owl,curling,4,junior
269,270,62.14,east coast,noon,0.9,0.99,7,12,night owl,curling,4,junior
269,270,68.23,west coast,evening,1.0,0.9,6,12,night owl,curling,4,junior
269,270,75.18,west coast,evening,1.0,0.95,7,11,night owl,curling,4,junior
269,270,76.84,west coast,evening,1.0,0.94,7,12,night owl,curling,4,junior
269,270,75.4,west coast,noon,0.99,1.0,8,11,night owl,curling,4,junior
269,270,56.47,west coast,noon,0.96,0.96,7,12,night owl,curling,4,junior
