,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
424,425,32.15,west coast,evening,0.59,0.18,7,7,early bird,baseball,6,sophomore
424,425,45.05,west coast,noon,0.31,0.18,7,6,early bird,baseball,6,sophomore
424,425,8.6,west coast,noon,0.0,0.79,6,6,early bird,baseball,6,sophomore
424,425,28.53,west coast,noon,0.06,0.84,6,7,early bird,baseball,6,sophomore
424,425,19.32,west coast,noon,0.09,0.87,7,8,early bird,baseball,6,sophomore
424,425,0.0,west coast,evening,0.0,0.74,6,7,early bird,baseball,6,sophomore
424,425,20.08,west coast,evening,0.0,0.58,6,7,early bird,baseball,6,sophomore
424,425,40.96,west coast,noon,0.0,0.6,7,6,early bird,baseball,6,sophomore
424,425,36.37,west coast,morning,0.0,0.98,6,5,early bird,baseball,6,sophomore
424,425,21.17,west coast,noon,0.0,1.0,5,3,early bird,baseball,6,sophomore
