,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
112,113,50.16,east coast,evening,0.96,0.31,9,8,night owl,gymnastics,5,sophomore
112,113,56.59,east coast,noon,1.0,0.73,10,7,night owl,gymnastics,5,sophomore
112,113,49.84,east coast,noon,1.0,0.67,10,6,night owl,gymnastics,5,sophomore
112,113,77.68,east coast,noon,1.0,1.0,10,6,night owl,gymnastics,5,sophomore
112,113,80.43,east coast,morning,0.94,1.0,10,6,night owl,gymnastics,5,sophomore
112,113,77.86,west coast,noon,0.85,1.0,10,5,night owl,gymnastics,5,sophomore
112,113,76.59,west coast,noon,1.0,1.0,10,5,night owl,gymnastics,5,sophomore
112,113,66.6,west coast,evening,0.9,0.8300000000000001,10,4,night owl,gymnastics,5,sophomore
112,113,79.56,west coast,evening,0.98,0.97,9,3,night owl,gymnastics,5,sophomore
112,113,60.72,west coast,noon,1.0,0.88,10,3,night owl,gymnastics,5,sophomore
