,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
958,959,29.81,west coast,noon,0.62,0.8,5,8,night owl,table tennis,3,senior
958,959,48.74,west coast,noon,1.0,0.3,6,10,night owl,table tennis,3,senior
958,959,47.1,west coast,evening,1.0,0.37,6,9,night owl,table tennis,3,senior
958,959,52.370000000000005,west coast,noon,1.0,0.59,6,8,night owl,table tennis,3,senior
958,959,25.83,west coast,noon,0.99,0.16,6,7,night owl,table tennis,3,senior
958,959,31.6,west coast,noon,1.0,0.0,6,8,night owl,table tennis,3,senior
958,959,22.78,west coast,noon,1.0,0.02,6,9,night owl,table tennis,3,senior
958,959,38.92,west coast,noon,1.0,0.0,8,10,night owl,table tennis,3,senior
958,959,57.85,west coast,noon,0.87,0.0,9,8,night owl,table tennis,3,senior
958,959,40.85,west coast,noon,1.0,0.04,10,8,night owl,table tennis,3,senior
