,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
493,494,34.39,west coast,noon,0.33,0.6,1,3,night owl,baseball,3,senior
493,494,12.9,west coast,noon,0.04,0.19,0,3,night owl,baseball,3,senior
493,494,11.19,west coast,noon,0.1,0.0,0,3,night owl,baseball,3,senior
493,494,0.0,west coast,noon,0.0,0.0,0,2,night owl,baseball,3,senior
493,494,0.0,west coast,noon,0.17,0.01,0,0,night owl,baseball,3,senior
493,494,0.0,west coast,noon,0.35,0.06,0,0,night owl,baseball,3,senior
493,494,22.31,west coast,noon,0.88,0.0,0,1,night owl,baseball,3,senior
493,494,39.15,west coast,noon,1.0,0.07,2,0,night owl,baseball,3,senior
493,494,29.46,west coast,noon,0.99,0.02,3,1,night owl,baseball,3,senior
493,494,12.22,west coast,noon,0.93,0.09,2,0,night owl,baseball,3,senior
