,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
976,977,44.4,west coast,evening,0.39,0.81,2,9,night owl,frisbee,4,sophomore
976,977,37.02,west coast,noon,0.99,0.4,0,10,night owl,frisbee,4,sophomore
976,977,39.44,west coast,noon,1.0,0.0,2,9,night owl,frisbee,4,sophomore
976,977,35.44,west coast,noon,1.0,0.0,1,9,night owl,frisbee,4,sophomore
976,977,38.89,west coast,noon,0.91,0.19,1,9,night owl,frisbee,4,sophomore
976,977,36.65,west coast,noon,0.53,0.38,1,8,night owl,frisbee,4,sophomore
976,977,44.61,west coast,noon,0.78,0.6900000000000001,1,9,night owl,frisbee,4,sophomore
976,977,37.46,west coast,morning,0.92,0.36,0,9,night owl,frisbee,4,sophomore
976,977,41.88,west coast,noon,1.0,0.5,1,11,night owl,frisbee,4,sophomore
976,977,44.97,west coast,noon,1.0,0.84,0,9,night owl,frisbee,4,sophomore
