,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
747,748,17.400000000000002,west coast,evening,0.22,0.76,1,2,night owl,table tennis,2,senior
747,748,2.93,west coast,noon,0.39,0.51,1,1,night owl,table tennis,2,senior
747,748,26.18,west coast,noon,0.22,0.77,1,3,night owl,table tennis,2,senior
747,748,27.3,west coast,noon,0.26,0.88,1,1,night owl,table tennis,2,senior
747,748,29.1,west coast,noon,0.28,0.75,0,1,night owl,table tennis,2,senior
747,748,4.12,west coast,noon,0.0,0.87,0,1,night owl,table tennis,2,senior
747,748,20.05,west coast,noon,0.0,0.81,0,1,night owl,table tennis,2,senior
747,748,18.89,west coast,noon,0.0,0.67,1,1,night owl,table tennis,2,senior
747,748,33.26,west coast,evening,0.05,0.2,1,1,night owl,table tennis,2,senior
747,748,25.16,west coast,evening,0.0,0.16,3,1,night owl,table tennis,2,senior
