,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
145,146,50.9,east coast,evening,0.4,0.67,5,5,night owl,frisbee,2,senior
145,146,44.58,east coast,noon,0.4,1.0,5,6,night owl,frisbee,2,senior
145,146,76.89,east coast,evening,0.67,1.0,6,7,night owl,frisbee,2,senior
145,146,35.46,east coast,noon,0.1,0.96,7,5,night owl,frisbee,2,senior
145,146,36.57,east coast,noon,0.07,0.87,8,7,night owl,frisbee,2,senior
145,146,32.17,west coast,noon,0.0,0.86,6,7,night owl,frisbee,2,senior
145,146,38.88,west coast,morning,0.02,1.0,7,7,night owl,frisbee,2,senior
145,146,38.36,west coast,noon,0.04,0.91,8,7,night owl,frisbee,2,senior
145,146,46.53,west coast,morning,0.15,1.0,8,6,night owl,frisbee,2,senior
145,146,48.4,west coast,noon,0.08,1.0,8,6,night owl,frisbee,2,senior
