,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
54,55,51.01,east coast,noon,0.81,0.72,5,7,night owl,martial arts,5,sophomore
54,55,35.15,east coast,noon,0.48,0.45,6,7,night owl,martial arts,5,sophomore
54,55,20.95,east coast,noon,0.29,0.45,6,7,night owl,martial arts,5,sophomore
54,55,42.23,east coast,noon,0.42,0.63,6,7,night owl,martial arts,5,sophomore
54,55,22.39,east coast,noon,0.25,0.72,5,6,night owl,martial arts,5,sophomore
54,55,31.47,west coast,noon,0.21,0.6900000000000001,5,6,night owl,martial arts,5,sophomore
54,55,23.75,west coast,noon,0.0,0.72,6,5,night owl,martial arts,5,sophomore
54,55,40.26,west coast,morning,0.05,1.0,7,5,night owl,martial arts,5,sophomore
54,55,35.31,west coast,noon,0.0,1.0,7,6,night owl,martial arts,5,sophomore
54,55,41.05,west coast,noon,0.0,1.0,7,5,night owl,martial arts,5,sophomore
