,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
413,414,22.65,west coast,evening,0.22,0.43,1,4,night owl,football,4,sophomore
413,414,11.09,west coast,noon,0.55,0.63,1,4,night owl,football,4,sophomore
413,414,27.47,west coast,noon,0.43,0.6900000000000001,2,4,night owl,football,4,sophomore
413,414,27.61,west coast,noon,0.26,1.0,3,5,night owl,football,4,sophomore
413,414,30.57,west coast,noon,0.32,0.92,3,3,night owl,football,4,sophomore
413,414,29.1,west coast,noon,0.47,0.8200000000000001,2,2,night owl,football,4,sophomore
413,414,34.45,west coast,noon,0.42,1.0,3,3,night owl,football,4,sophomore
413,414,56.42,west coast,noon,1.0,1.0,3,2,night owl,football,4,sophomore
413,414,65.63,west coast,evening,0.9,1.0,3,2,night owl,football,4,sophomore
413,414,56.47,west coast,noon,0.96,1.0,2,2,night owl,football,4,sophomore
