,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
63,64,58.89,east coast,morning,0.72,0.72,9,11,night owl,martial arts,2,junior
63,64,57.19,east coast,noon,0.66,0.61,10,12,night owl,martial arts,2,junior
63,64,50.44,east coast,noon,0.44,0.65,10,12,night owl,martial arts,2,junior
63,64,62.49,east coast,noon,0.49,0.77,10,12,night owl,martial arts,2,junior
63,64,61.0,east coast,noon,0.8200000000000001,0.61,10,12,night owl,martial arts,2,junior
63,64,69.86,west coast,morning,0.98,0.92,9,11,night owl,martial arts,2,junior
63,64,59.370000000000005,west coast,noon,0.9,0.67,9,10,night owl,martial arts,2,junior
63,64,47.01,west coast,noon,0.86,0.19,9,9,night owl,martial arts,2,junior
63,64,67.7,west coast,noon,0.73,0.58,8,10,night owl,martial arts,2,junior
63,64,50.31,west coast,noon,0.65,0.76,7,11,night owl,martial arts,2,junior
