,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
544,545,63.14,west coast,evening,0.86,0.87,7,6,night owl,table tennis,4,junior
544,545,67.32000000000001,west coast,noon,0.76,0.97,8,7,night owl,table tennis,4,junior
544,545,69.96000000000001,west coast,evening,0.67,1.0,6,9,night owl,table tennis,4,junior
544,545,52.45,west coast,noon,0.74,0.92,6,9,night owl,table tennis,4,junior
544,545,31.73,west coast,noon,0.28,0.89,7,7,night owl,table tennis,4,junior
544,545,10.06,west coast,noon,0.09,0.6,8,8,night owl,table tennis,4,junior
544,545,36.28,west coast,noon,0.34,0.93,9,11,night owl,table tennis,4,junior
544,545,78.53,west coast,morning,0.92,1.0,10,10,night owl,table tennis,4,junior
544,545,73.69,west coast,noon,1.0,0.98,10,10,night owl,table tennis,4,junior
544,545,55.57,west coast,noon,1.0,0.81,9,9,night owl,table tennis,4,junior
