,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
535,536,54.22,west coast,morning,0.62,0.31,6,9,early bird,baseball,3,junior
535,536,29.38,west coast,evening,0.67,0.11,5,9,early bird,baseball,3,junior
535,536,42.22,west coast,noon,0.98,0.0,6,10,early bird,baseball,3,junior
535,536,41.08,west coast,morning,0.98,0.08,6,10,early bird,baseball,3,junior
535,536,41.74,west coast,noon,0.89,0.31,5,7,early bird,baseball,3,junior
535,536,52.67,west coast,morning,1.0,0.26,4,6,early bird,baseball,3,junior
535,536,41.37,west coast,noon,0.96,0.48,5,7,early bird,baseball,3,junior
535,536,17.1,west coast,noon,0.97,0.0,5,6,early bird,baseball,3,junior
535,536,26.15,west coast,noon,0.81,0.07,6,6,early bird,baseball,3,junior
535,536,15.65,west coast,evening,0.31,0.47,6,7,early bird,baseball,3,junior
