,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
169,170,47.43,east coast,evening,0.78,0.86,7,11,early bird,curling,5,junior
169,170,51.21,east coast,noon,0.51,0.95,8,10,early bird,curling,5,junior
169,170,61.75,east coast,noon,0.74,1.0,7,10,early bird,curling,5,junior
169,170,52.42,east coast,noon,1.0,0.77,7,11,early bird,curling,5,junior
169,170,44.48,east coast,noon,1.0,0.75,7,11,early bird,curling,5,junior
169,170,35.03,west coast,noon,0.87,0.36,7,11,early bird,curling,5,junior
169,170,30.92,west coast,noon,0.99,0.26,7,11,early bird,curling,5,junior
169,170,43.65,west coast,noon,0.96,0.48,7,10,early bird,curling,5,junior
169,170,23.95,west coast,noon,1.0,0.0,5,11,early bird,curling,5,junior
169,170,40.49,west coast,noon,0.99,0.02,5,12,early bird,curling,5,junior
