,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
613,614,16.16,west coast,morning,0.31,0.23,3,6,night owl,curling,4,frosh
613,614,28.21,west coast,evening,0.16,0.14,3,7,night owl,curling,4,frosh
613,614,38.94,west coast,noon,0.44,0.05,3,7,night owl,curling,4,frosh
613,614,28.64,west coast,noon,0.67,0.0,4,8,night owl,curling,4,frosh
613,614,25.77,west coast,noon,1.0,0.0,5,9,night owl,curling,4,frosh
613,614,33.42,west coast,noon,1.0,0.03,4,9,night owl,curling,4,sophomore
613,614,26.58,west coast,noon,0.93,0.0,6,9,night owl,curling,4,sophomore
613,614,42.31,west coast,noon,0.72,0.0,6,10,night owl,curling,4,sophomore
613,614,24.56,west coast,noon,0.5,0.05,5,10,night owl,curling,4,sophomore
613,614,17.64,west coast,noon,0.5700000000000001,0.0,5,8,night owl,curling,4,sophomore
