,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
284,285,47.52,west coast,evening,0.39,0.81,1,8,night owl,basketball,3,junior
284,285,55.63,west coast,evening,0.31,1.0,1,10,night owl,basketball,3,junior
284,285,42.95,west coast,evening,0.11,0.98,1,10,night owl,basketball,3,junior
284,285,51.15,west coast,evening,0.38,1.0,2,9,night owl,basketball,3,junior
284,285,35.01,west coast,morning,0.42,0.85,2,9,night owl,basketball,3,junior
284,285,42.81,west coast,noon,0.38,0.96,2,8,night owl,basketball,3,junior
284,285,19.28,west coast,noon,0.1,0.9,2,9,night owl,basketball,3,junior
284,285,0.0,west coast,noon,0.01,0.51,1,10,night owl,basketball,3,junior
284,285,15.75,west coast,noon,0.0,0.74,2,10,night owl,basketball,3,junior
284,285,33.63,west coast,evening,0.15,0.84,2,8,night owl,basketball,3,junior
