,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
207,208,16.0,east coast,evening,0.24,0.2,4,10,night owl,curling,4,frosh
207,208,24.68,east coast,noon,0.0,0.0,2,10,night owl,curling,4,frosh
207,208,34.21,east coast,noon,0.0,0.02,3,11,night owl,curling,4,frosh
207,208,3.47,east coast,morning,0.0,0.02,4,12,night owl,curling,4,frosh
207,208,36.77,east coast,noon,0.2,0.04,4,12,night owl,curling,4,frosh
207,208,24.2,west coast,evening,0.01,0.0,5,12,night owl,curling,4,frosh
207,208,0.0,west coast,noon,0.13,0.0,4,12,night owl,curling,4,frosh
207,208,16.47,west coast,noon,0.05,0.08,6,12,night owl,curling,4,frosh
207,208,8.55,west coast,noon,0.19,0.06,5,12,night owl,curling,4,sophomore
207,208,10.27,west coast,evening,0.38,0.0,5,11,night owl,curling,4,sophomore
