,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
795,796,35.34,west coast,evening,0.12,0.92,2,9,night owl,basketball,2,sophomore
795,796,50.54,west coast,noon,0.33,1.0,1,8,night owl,basketball,2,sophomore
795,796,35.22,west coast,noon,0.1,0.94,0,9,night owl,basketball,2,sophomore
795,796,33.99,west coast,noon,0.0,0.93,0,9,night owl,basketball,2,sophomore
795,796,7.08,west coast,morning,0.0,0.88,2,9,night owl,basketball,2,sophomore
795,796,44.69,west coast,noon,0.12,1.0,1,9,night owl,basketball,2,sophomore
795,796,49.52,west coast,noon,0.39,1.0,1,10,night owl,basketball,2,sophomore
795,796,52.26,west coast,morning,0.5,0.88,2,10,night owl,basketball,2,sophomore
795,796,77.74,west coast,evening,0.88,1.0,2,10,night owl,basketball,2,sophomore
795,796,61.35,west coast,noon,0.73,1.0,3,10,night owl,basketball,2,sophomore
