,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
524,525,21.52,west coast,morning,0.44,0.25,4,1,night owl,curling,6,frosh
524,525,87.3,west coast,noon,0.09,0.0,4,1,night owl,curling,6,frosh
524,525,33.06,west coast,noon,0.04,0.0,5,1,night owl,curling,6,frosh
524,525,4.25,west coast,noon,0.0,0.02,4,2,night owl,curling,6,frosh
524,525,17.740000000000002,west coast,evening,0.0,0.0,2,0,night owl,curling,6,frosh
524,525,0.0,west coast,noon,0.0,0.0,2,0,night owl,curling,6,frosh
524,525,0.0,west coast,morning,0.03,0.05,2,2,night owl,curling,6,frosh
524,525,0.0,west coast,noon,0.13,0.02,1,1,night owl,curling,6,frosh
524,525,0.0,west coast,evening,0.1,0.0,2,0,night owl,curling,6,frosh
524,525,10.1,west coast,evening,0.05,0.0,3,0,night owl,curling,6,frosh
