,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
545,546,17.75,west coast,evening,0.22,0.45,3,8,night owl,baseball,3,junior
545,546,16.75,west coast,noon,0.68,0.0,2,8,night owl,baseball,3,junior
545,546,33.410000000000004,west coast,evening,0.75,0.17,2,8,night owl,baseball,3,junior
545,546,32.96,west coast,noon,0.8200000000000001,0.11,3,8,night owl,baseball,3,junior
545,546,24.33,west coast,noon,0.72,0.04,3,9,night owl,baseball,3,junior
545,546,19.6,west coast,noon,0.47,0.05,5,10,night owl,baseball,3,junior
545,546,27.85,west coast,noon,0.8300000000000001,0.0,6,11,night owl,baseball,3,junior
545,546,36.62,west coast,morning,0.8,0.08,6,11,night owl,baseball,3,junior
545,546,21.86,west coast,noon,0.98,0.0,5,11,night owl,baseball,3,junior
545,546,35.58,west coast,noon,0.98,0.17,5,12,night owl,baseball,3,junior
