,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
126,127,49.07,east coast,evening,0.23,0.14,6,7,night owl,martial arts,3,sophomore
126,127,31.84,east coast,noon,0.36,0.1,4,7,night owl,martial arts,3,sophomore
126,127,23.52,east coast,evening,0.0,0.0,4,5,night owl,martial arts,3,sophomore
126,127,16.84,east coast,morning,0.0,0.11,5,6,night owl,martial arts,3,sophomore
126,127,32.58,east coast,noon,0.0,0.05,5,5,night owl,martial arts,3,sophomore
126,127,25.38,west coast,noon,0.0,0.15,6,6,night owl,martial arts,3,sophomore
126,127,8.34,west coast,noon,0.0,0.04,6,6,night owl,martial arts,3,sophomore
126,127,0.5700000000000001,west coast,noon,0.0,0.0,4,6,night owl,martial arts,3,junior
126,127,23.56,west coast,evening,0.0,0.05,5,6,night owl,martial arts,3,junior
126,127,37.64,west coast,evening,0.0,0.0,5,7,night owl,martial arts,3,junior
