,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
751,752,51.59,west coast,evening,0.6,0.73,2,4,night owl,basketball,3,sophomore
751,752,29.93,west coast,noon,0.38,0.8200000000000001,2,3,night owl,basketball,3,sophomore
751,752,14.71,west coast,noon,0.0,0.96,2,3,night owl,basketball,3,sophomore
751,752,40.64,west coast,noon,0.07,1.0,3,4,night owl,basketball,3,sophomore
751,752,41.62,west coast,evening,0.01,1.0,4,5,night owl,basketball,3,sophomore
751,752,16.23,west coast,noon,0.11,0.8,3,4,night owl,basketball,3,sophomore
751,752,17.63,west coast,noon,0.28,0.8,4,4,night owl,basketball,3,sophomore
751,752,30.95,west coast,morning,0.11,0.77,5,3,night owl,basketball,3,sophomore
751,752,31.8,west coast,noon,0.26,0.46,5,3,night owl,basketball,3,sophomore
751,752,46.23,west coast,evening,0.5700000000000001,0.67,3,4,night owl,basketball,3,sophomore
