,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
440,441,48.120000000000005,west coast,evening,0.46,0.73,5,11,night owl,curling,3,senior
440,441,67.11,west coast,evening,0.78,0.91,3,12,night owl,curling,3,senior
440,441,68.19,west coast,noon,0.91,1.0,2,12,night owl,curling,3,senior
440,441,62.17,west coast,noon,0.8300000000000001,1.0,2,12,night owl,curling,3,senior
440,441,68.07000000000001,west coast,morning,0.84,1.0,2,11,night owl,curling,3,senior
440,441,67.24,west coast,noon,1.0,1.0,2,11,night owl,curling,3,senior
440,441,60.54,west coast,noon,0.9,1.0,2,11,night owl,curling,3,senior
440,441,75.77,west coast,evening,1.0,1.0,2,11,night owl,curling,3,senior
440,441,70.98,west coast,noon,0.98,1.0,2,12,night owl,curling,3,senior
440,441,58.33,west coast,noon,0.88,1.0,2,12,night owl,curling,3,senior
